,taxon_name_w_authors,v10_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
47895,Malouetia guianensis (Aubl.) Miers,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina (Aubl.) A.DC.,Malouetia guianensis (Aubl.) Miers,Malouetia guianensis (Aubl.) Miers
52243,Sideroxylon rugosum var. parviflorum Miq.,Micropholis rugosa (Sw.) Pierre,Micropholis rugosa (Sw.) Pierre,Micropholis rugosa (Sw.) Pierre,Micropholis rugosa (Sw.) Pierre,Micropholis melinoniana Pierre,Micropholis melinoniana Pierre
52622,Monarda malloryi Gilly,Monarda bartlettii Standl.,Monarda bartlettii Standl.,Monarda bartlettii Standl.,Monarda bartlettii Standl.,Monarda malloryi Gilly,Monarda malloryi Gilly
52626,Monarda mexicana Epling,Monarda citriodora var. austromontana (Epling) B.L.Turner,Monarda citriodora var. austromontana (Epling) B.L.Turner,Monarda citriodora var. austromontana (Epling) B.L.Turner,Monarda citriodora Cerv. ex Lag.,Monarda mexicana Epling,Monarda mexicana Epling
52712,Madronella modocensis (Greene) Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella modocensis Greene,Monardella modocensis Greene
52713,Monardella ingrata Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella odoratissima subsp. parvifolia (Greene) Epling,Monardella odoratissima Benth.
52714,Monardella parvifolia Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella odoratissima subsp. parvifolia (Greene) Epling,Monardella odoratissima Benth.
52715,Monardella ovata Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella ovata Greene,Monardella ovata Greene
52716,Monardella rubella Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella rubella Greene,Monardella rubella Greene
52719,Monardella muriculata Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella odoratissima subsp. parvifolia (Greene) Epling,Monardella odoratissima Benth.
52720,Monardella modocensis Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella modocensis Greene,Monardella modocensis Greene
55866,Dipladenia tetradenia Rusby,Odontadenia lutea (Vell.) Markgr.,Odontadenia lutea (Vell.) Markgr.,Odontadenia lutea (Vell.) Markgr.,Odontadenia lutea (Vell.) Markgr.,Mandevilla alexicaca (Mart. ex Stadelm.) J.F.Morales & A.Fuentes,Mandevilla alexicaca (Mart. ex Stadelm.) J.F.Morales & A.Fuentes
55974,Angraecum pescatorianum Lindl.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Listrostachys pertusa (Lindl.) Rchb.f.,Listrostachys pertusa (Lindl.) Rchb.f.
56826,Ophrys aranifera var. pseudospeculum (DC.) Coss.,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea Cav.,Ophrys × pseudospeculum DC.,Ophrys × pseudospeculum DC.
56832,Ophrys aranifera subsp. pseudospeculum (DC.) Corb.,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea Cav.,Ophrys × pseudospeculum DC.,Ophrys × pseudospeculum DC.
56836,Ophrys aranifera var. flavescens St.-Lag.,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea Cav.,Ophrys × pseudospeculum DC.,Ophrys × pseudospeculum DC.
56842,Ophrys lutea subsp. pseudospeculum (DC.) Kerguélen,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea Cav.,Ophrys × pseudospeculum DC.,Ophrys × pseudospeculum DC.
57528,Clitandra longituba Wernham,Orthopichonia indeniensis (A.Chev.) H.Huber,Orthopichonia indeniensis (A.Chev.) H.Huber,Orthopichonia indeniensis (A.Chev.) H.Huber,Orthopichonia indeniensis (A.Chev.) H.Huber,Orthopichonia visciflua (K.Schum. ex Hallier f.) Vonk,Orthopichonia visciflua (K.Schum. ex Hallier f.) Vonk
59376,Biermannia aurantiaca (J.J.Sm.) R.Rice,Pennilabium aurantiacum J.J.Sm.,Pennilabium aurantiacum J.J.Sm.,Pennilabium aurantiacum J.J.Sm.,Pennilabium aurantiacum J.J.Sm.,Pennilabium angraecum (Ridl.) J.J.Sm.,Pennilabium angraecum (Ridl.) J.J.Sm.
59743,Phalaenopsis violacea var. schroederiana Rchb.f.,Phalaenopsis × gersenii (Teijsm. & Binn.) Rolfe,Phalaenopsis × gersenii (Teijsm. & Binn.) Rolfe,Phalaenopsis × gersenii (Teijsm. & Binn.) Rolfe,Phalaenopsis × gersenii (Teijsm. & Binn.) Rolfe,Phalaenopsis × singuliflora J.J.Sm.,Phalaenopsis × singuliflora J.J.Sm.
60315,Eria matthewsii Rchb.f.,Phreatia inversa Schltr.,Phreatia inversa Schltr.,Phreatia inversa Schltr.,Phreatia inversa Schltr.,Phreatia matthewsii Rchb.f.,Phreatia matthewsii Rchb.f.
62098,"Platanthera lesbiaca Devillers-Tersch., Devillers, Dedroog, Baeten & Flausch",Platanthera chlorantha (Custer) Rchb.,Platanthera chlorantha (Custer) Rchb.,Platanthera chlorantha (Custer) Rchb.,Platanthera chlorantha (Custer) Rchb.,Platanthera holmboei H.Lindb.,Platanthera holmboei H.Lindb.
62115,Habenaria ciliaris var. alba (Michx.) Morong,Platanthera ciliaris (L.) Lindl.,Platanthera ciliaris (L.) Lindl.,Platanthera ciliaris (L.) Lindl.,Platanthera ciliaris (L.) Lindl.,Platanthera blephariglottis var. blephariglottis,Platanthera blephariglottis (Willd.) Lindl.
64546,Premna nana Collett & Hemsl.,Premna herbacea Roxb.,Premna herbacea Roxb.,Premna herbacea Roxb.,Premna herbacea Roxb.,Premna nana Collett & Hemsl.,Premna nana Collett & Hemsl.
66592,Uragoga multinervata De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis (Salisb.) Steyerm.,Psychotria mildbraedii (K.Krause) O.Lachenaud,Psychotria mildbraedii (K.Krause) O.Lachenaud
66595,Uragoga pobeguinii De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis (Salisb.) Steyerm.,Psychotria mildbraedii (K.Krause) O.Lachenaud,Psychotria mildbraedii (K.Krause) O.Lachenaud
66597,Uragoga seretii De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis (Salisb.) Steyerm.,Psychotria mildbraedii (K.Krause) O.Lachenaud,Psychotria mildbraedii (K.Krause) O.Lachenaud
66605,Uragoga gumola De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis (Salisb.) Steyerm.,Psychotria mildbraedii (K.Krause) O.Lachenaud,Psychotria mildbraedii (K.Krause) O.Lachenaud
66618,Uragoga densifolia De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis (Salisb.) Steyerm.,Psychotria mildbraedii (K.Krause) O.Lachenaud,Psychotria mildbraedii (K.Krause) O.Lachenaud
67269,Actinophloeus hospitus Burret,Ptychosperma macarthurii (H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Ptychosperma macarthurii (H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma cuneatum (Burret) Burret,Ptychosperma cuneatum (Burret) Burret
67280,Drymophloeus propinquus var. keiensis Becc.,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma keiense (Becc.) Becc. ex Martelli,Ptychosperma keiense (Becc.) Becc. ex Martelli
67282,Ptychosperma keiense (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma keiense (Becc.) Becc. ex Martelli,Ptychosperma keiense (Becc.) Becc. ex Martelli
67616,Quercus cypri Kotschy ex A.DC.,Quercus canariensis Willd.,Quercus canariensis Willd.,Quercus canariensis Willd.,Quercus canariensis Willd.,Quercus infectoria subsp. veneris (A.Kern.) Meikle,Quercus infectoria G.Olivier
67885,Quercus semiserrata var. mannii Hook.f.,Quercus gemelliflora Blume,Quercus gemelliflora Blume,Quercus gemelliflora Blume,Quercus gemelliflora Blume,Quercus semiserrata var. mannii Hook.f.,Quercus semiserrata Roxb.
68100,Quercus bellota Colmeiro & E.Boutelou,Quercus ilex L.,Quercus ilex L.,Quercus ilex L.,Quercus ilex L.,Quercus rotundifolia Lam.,Quercus rotundifolia Lam.
68295,Quercus neoplatyphylla A.Camus,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus neoplatyphylla A.Camus,Quercus neoplatyphylla A.Camus
68298,Quercus platyphylla E.F.Warb.,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus neoplatyphylla A.Camus,Quercus neoplatyphylla A.Camus
68512,Quercus pedunculata f. longipedunculata Cout.,Quercus petraea subsp. petraea,Quercus petraea subsp. petraea,Quercus petraea subsp. petraea,Quercus petraea (Matt.) Liebl.,Quercus estremadurensis O.Schwarz,Quercus estremadurensis O.Schwarz
68513,Quercus pedunculata f. brevipedunculata Cout.,Quercus petraea subsp. petraea,Quercus petraea subsp. petraea,Quercus petraea subsp. petraea,Quercus petraea (Matt.) Liebl.,Quercus × coutinhoi Samp.,Quercus × coutinhoi Samp.
68677,Quercus pubescens var. appenina (Lam.) Wenz.,Quercus pubescens subsp. pubescens,Quercus pubescens subsp. pubescens,Quercus pubescens subsp. pubescens,Quercus pubescens Willd.,Quercus robur subsp. robur,Quercus robur L.
68887,Quercus appenina Lam.,Quercus pubescens subsp. pubescens,Quercus pubescens subsp. pubescens,Quercus pubescens subsp. pubescens,Quercus pubescens Willd.,Quercus robur subsp. robur,Quercus robur L.
69197,Quercus lasistana Kotschy ex A.DC.,Quercus robur subsp. robur,Quercus robur subsp. robur,Quercus robur subsp. robur,Quercus robur L.,Quercus hartwissiana Steven,Quercus hartwissiana Steven
69688,Rauvolfia macrophylla Stapf,Rauvolfia caffra Sond.,Rauvolfia caffra Sond.,Rauvolfia caffra Sond.,Rauvolfia caffra Sond.,Rauvolfia leucopoda K.Schum. ex De Wild. & T.Durand,Rauvolfia leucopoda K.Schum. ex De Wild. & T.Durand
71326,Salvia campanulata var. hirtella E.Peter,Salvia campanulata Wall. ex Benth.,Salvia campanulata Wall. ex Benth.,Salvia campanulata Wall. ex Benth.,Salvia campanulata Wall. ex Benth.,Salvia clementiae Pendry & Y.K.Wei,Salvia clementiae Pendry & Y.K.Wei
71353,Salvia menthifolia Ten.,Salvia chamaedryoides Cav.,Salvia chamaedryoides Cav.,Salvia chamaedryoides Cav.,Salvia chamaedryoides Cav.,Salvia microphylla Kunth,Salvia microphylla Kunth
73551,Serapias strictiflora subsp. gregaria (Godfery) Kreutz,Serapias olbia Verg.,Serapias olbia Verg.,Serapias olbia Verg.,Serapias olbia Verg.,Serapias strictiflora Welw. ex Veiga,Serapias strictiflora Welw. ex Veiga
73552,Serapias olbia var. gregaria (Godfery) E.Nelson,Serapias olbia Verg.,Serapias olbia Verg.,Serapias olbia Verg.,Serapias olbia Verg.,Serapias strictiflora Welw. ex Veiga,Serapias strictiflora Welw. ex Veiga
75713,Stelis ochreata Lindl.,Stelis lindenii Lindl.,Stelis lindenii Lindl.,Stelis lindenii Lindl.,Stelis lindenii Lindl.,Stelis ochreata Lindl.,Stelis ochreata Lindl.
75769,Stelis sotoana Solano,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis sotoana Solano,Stelis sotoana Solano
75771,Stelis chiapensis Solano,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis chiapensis Solano,Stelis chiapensis Solano
76381,Syngonium glaucopetiolatum Croat,Syngonium hoffmannii Schott,Syngonium hoffmannii Schott,Syngonium hoffmannii Schott,Syngonium hoffmannii Schott,Syngonium glaucopetiolatum Croat,Syngonium glaucopetiolatum Croat
76554,Syzygium leptophlebioides Merr. & L.M.Perry,Syzygium branderhorstii Lauterb.,Syzygium branderhorstii Lauterb.,Syzygium branderhorstii Lauterb.,Syzygium branderhorstii Lauterb.,Syzygium leptophlebioides Merr. & L.M.Perry,Syzygium leptophlebioides Merr. & L.M.Perry
76572,Syzygium buxifolium var. verticillatum C.Chen,Syzygium buxifolium Hook. & Arn.,Syzygium buxifolium Hook. & Arn.,Syzygium buxifolium Hook. & Arn.,Syzygium buxifolium Hook. & Arn.,Syzygium verticillatum (C.Chen) G.Y.Li & Z.H.Chen,Syzygium verticillatum (C.Chen) G.Y.Li & Z.H.Chen
77165,Eugenia tenuiramis Miq.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Eugenia egensis DC.,Eugenia egensis DC.
77171,Eugenia egensis var. tenuiramis (Miq.) O.Berg,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Eugenia egensis DC.,Eugenia egensis DC.
77336,Tabernaemontana crispiflora K.Schum.,Tabernaemontana eglandulosa Stapf,Tabernaemontana eglandulosa Stapf,Tabernaemontana eglandulosa Stapf,Tabernaemontana eglandulosa Stapf,Tabernaemontana crispiflora K.Schum.,Tabernaemontana crispiflora K.Schum.
77339,Tabernaemontana brachypoda K.Schum.,Tabernaemontana eglandulosa Stapf,Tabernaemontana eglandulosa Stapf,Tabernaemontana eglandulosa Stapf,Tabernaemontana eglandulosa Stapf,Tabernaemontana brachypoda K.Schum.,Tabernaemontana brachypoda K.Schum.
77341,Gabunia latifolia Stapf,Tabernaemontana eglandulosa Stapf,Tabernaemontana eglandulosa Stapf,Tabernaemontana eglandulosa Stapf,Tabernaemontana eglandulosa Stapf,Tabernaemontana brachypoda K.Schum.,Tabernaemontana brachypoda K.Schum.
77561,Sarcochilus aphyllus Makino,Taeniophyllum glandulosum Blume,Taeniophyllum glandulosum Blume,Taeniophyllum glandulosum Blume,Taeniophyllum glandulosum Blume,Taeniophyllum aphyllum (Makino) Makino,Taeniophyllum aphyllum (Makino) Makino
77562,Cryptorchis aphylla Makino,Taeniophyllum glandulosum Blume,Taeniophyllum glandulosum Blume,Taeniophyllum glandulosum Blume,Taeniophyllum glandulosum Blume,Taeniophyllum aphyllum (Makino) Makino,Taeniophyllum aphyllum (Makino) Makino
78241,Teucrium cubense subsp. depressum (Small) E.M.McClint. & Epling,Teucrium cubense Jacq.,Teucrium cubense Jacq.,Teucrium cubense Jacq.,Teucrium cubense Jacq.,Teucrium depressum Small,Teucrium depressum Small
78354,Teucrium quadratulum Schreb.,Teucrium marum subsp. marum,Teucrium marum subsp. marum,Teucrium marum subsp. marum,Teucrium marum L.,Teucrium quadratulum Schreb.,Teucrium quadratulum Schreb.
78933,Thymus serpyllum f. porcii (Borbás) Lyka,Thymus dacicus Borbás,Thymus dacicus Borbás,Thymus dacicus Borbás,Thymus dacicus Borbás,Thymus × porcii Borbás,Thymus × porcii Borbás
78952,Thymus euboeus Halácsy,Thymus dolopicus Formánek,Thymus dolopicus Formánek,Thymus dolopicus Formánek,Thymus dolopicus Formánek,Thymus leucotrichus subsp. leucotrichus,Thymus leucotrichus Halácsy
80729,Schoenomorphus capitatus Thorel ex Gagnep.,Tropidia curculigoides Lindl.,Tropidia curculigoides Lindl.,Tropidia curculigoides Lindl.,Tropidia curculigoides Lindl.,Tropidia capitata (Thorel ex Gagnep.) Ormerod,Tropidia capitata (Thorel ex Gagnep.) Ormerod
81213,Vanda testacea var. parviflora (Lindl.) M.R.Almeida,Vanda testacea (Lindl.) Rchb.f.,Vanda testacea (Lindl.) Rchb.f.,Vanda testacea (Lindl.) Rchb.f.,Vanda testacea (Lindl.) Rchb.f.,Vanda parviflora Lindl.,Vanda parviflora Lindl.
81216,Vanda parviflora Lindl.,Vanda testacea (Lindl.) Rchb.f.,Vanda testacea (Lindl.) Rchb.f.,Vanda testacea (Lindl.) Rchb.f.,Vanda testacea (Lindl.) Rchb.f.,Vanda parviflora Lindl.,Vanda parviflora Lindl.
82211,Metrosideros pictipetala Blanco,Xanthostemon verus (Roxb.) Peter G.Wilson,Xanthostemon verus (Roxb.) Peter G.Wilson,Xanthostemon verus (Roxb.) Peter G.Wilson,Xanthostemon verus (Roxb.) Peter G.Wilson,Decaspermum parviflorum subsp. parviflorum,Decaspermum parviflorum (Lam.) A.J.Scott
82854,Cryptophoranthus kautskyi Pabst,Acianthera crinita (Barb.Rodr.) Pridgeon & M.W.Chase,Acianthera crinita (Barb.Rodr.) Pridgeon & M.W.Chase,Acianthera crinita (Barb.Rodr.) Pridgeon & M.W.Chase,Acianthera crinita (Barb.Rodr.) Pridgeon & M.W.Chase,Acianthera kautskyi (Pabst) Toscano & E.C.Smidt,Acianthera kautskyi (Pabst) Toscano & E.C.Smidt
83018,Restrepia liebmanniana Kraenzl.,Acianthera strupifolia (Lindl.) Pridgeon & M.W.Chase,Acianthera strupifolia (Lindl.) Pridgeon & M.W.Chase,Acianthera strupifolia (Lindl.) Pridgeon & M.W.Chase,Acianthera strupifolia (Lindl.) Pridgeon & M.W.Chase,Andreettaea marginata (Rich.) A.Doucette,Andreettaea marginata (Rich.) A.Doucette
83556,Carex dessaueri Phil.,Carex banksii var. banksii,Carex banksii var. banksii,Carex banksii var. banksii,Carex banksii Boott,Carex odontolepis Phil.,Carex odontolepis Phil.
83712,Specklinia minutissima (Luer) Luer,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Lankesteriana barbulata (Lindl.) Karremans,Lankesteriana barbulata (Lindl.) Karremans,Lankesteriana minutissima (Luer) Karremans,Lankesteriana minutissima (Luer) Karremans
83714,Lankesteriana minutissima (Luer) Karremans,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Lankesteriana barbulata (Lindl.) Karremans,Lankesteriana barbulata (Lindl.) Karremans,Lankesteriana minutissima (Luer) Karremans,Lankesteriana minutissima (Luer) Karremans
83719,Pleurothallis nubensis Foldats,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Lankesteriana barbulata (Lindl.) Karremans,Lankesteriana barbulata (Lindl.) Karremans,Lankesteriana minima (C.Schweinf.) Karremans,Lankesteriana minima (C.Schweinf.) Karremans
83720,Pleurothallis minutissima Luer,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Lankesteriana barbulata (Lindl.) Karremans,Lankesteriana barbulata (Lindl.) Karremans,Lankesteriana minutissima (Luer) Karremans,Lankesteriana minutissima (Luer) Karremans
83802,Pleurothallis citrina Schltr.,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis citrina (Schltr.) Pridgeon & M.W.Chase,Anathallis citrina (Schltr.) Pridgeon & M.W.Chase
83803,Pleurothallis guentheri Schltr.,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis citrina (Schltr.) Pridgeon & M.W.Chase,Anathallis citrina (Schltr.) Pridgeon & M.W.Chase
83805,Pleurothallis brachyantha Schltr.,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis citrina (Schltr.) Pridgeon & M.W.Chase,Anathallis citrina (Schltr.) Pridgeon & M.W.Chase
83807,Pleurothallis angustilabia Hoehne & Schltr.,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis citrina (Schltr.) Pridgeon & M.W.Chase,Anathallis citrina (Schltr.) Pridgeon & M.W.Chase
83808,Pleurothallis stenoglossa Pabst,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis obovata (Lindl.) Pridgeon & M.W.Chase,Anathallis citrina (Schltr.) Pridgeon & M.W.Chase,Anathallis citrina (Schltr.) Pridgeon & M.W.Chase
85128,Carex zollingeri Kunze ex Steud.,Carex alopecuroides D.Don,Carex alopecuroides D.Don,Carex alopecuroides D.Don,Carex alopecuroides D.Don,Carex doniana Spreng.,Carex doniana Spreng.
85181,Carex consocialis Steud.,Carex alopecuroides D.Don,Carex alopecuroides D.Don,Carex alopecuroides D.Don,Carex alopecuroides D.Don,Carex doniana Spreng.,Carex doniana Spreng.
85420,Carex atroviridis var. scabrocaudata T.Koyama,Carex atroviridis Ohwi,Carex atroviridis Ohwi,Carex multifolia var. multifolia,Carex multifolia Ohwi,Carex conica var. scabrocaudata (T.Koyama) Hatus. ex T.Hoshino,Carex conica Boott
85460,Carex banksii f. ochrostachys (Phil.) Kük.,Carex banksii var. banksii,Carex banksii var. banksii,Carex banksii var. banksii,Carex banksii Boott,Carex odontolepis Phil.,Carex odontolepis Phil.
85466,Carex gilliesii Phil.,Carex banksii var. banksii,Carex banksii var. banksii,Carex banksii var. banksii,Carex banksii Boott,Carex odontolepis Phil.,Carex odontolepis Phil.
85470,Carex ochrostachya Phil.,Carex banksii var. banksii,Carex banksii var. banksii,Carex banksii var. banksii,Carex banksii Boott,Carex odontolepis Phil.,Carex odontolepis Phil.
